
Quadro extraído em 24 de Maio de 2021 (19:15:25)
http://www.ine.pt



Período de referência dos dados (1) ;Tipo de tráfego;Passageiros transportados (N.º) pelas empresas exploradoras de sistema ferroviário pesado por Tipo de tráfego -  Mensal (2) ;
;;Localização geográfica;
;;PT: Portugal;
;;N.º (milhares);
Março de 2021;Total;6372;
;Suburbano;5883;
;Nacional;489;
;Internacional;0;
Fevereiro de 2021;Total;4681;
;Suburbano;4350;
;Nacional;331;
;Internacional;0;
Janeiro de 2021;Total;7976;
;Suburbano;7429;
;Nacional;547;
;Internacional;0;
Dezembro de 2020;Total;8551;
;Suburbano;7896;
;Nacional;654;
;Internacional;1;
Novembro de 2020;Total;9200;
;Suburbano;8543;
;Nacional;657;
;Internacional;1;

Passageiros transportados (N.º) pelas empresas exploradoras de sistema ferroviário pesado por Tipo de tráfego -  Mensal - INE, Inquérito ao tráfego por caminho de ferro

Nota(s):
(1) Informação com nova metodologia de cálculo a partir de abril de 2019.

(2) Dados revistos pelas empresas exploradoras de sistema ferroviário pesado.



Última atualização destes dados: 20 de maio de 2021


Metainformação associada ao quadro

Passageiros transportados (N.º) pelas empresas exploradoras de sistema ferroviário pesado
Designação;Passageiros transportados (N.º) pelas empresas exploradoras de sistema ferroviário pesado por Tipo de tráfego -  Mensal
Periodicidade;Mensal
Fonte;INE, Inquérito ao tráfego por caminho de ferro
Primeiro período disponível;Janeiro de 2004
Último período disponível;Março de 2021
Dimensões
     Dimensão 1;Período de referência dos dados (Mês)
     Dimensão 2;Localização geográfica
     Dimensão 3;Tipo de tráfego
Conceitos
     PERÍODO DE REFERÊNCIA;Período de tempo a que a informação se refere e que pode ser um dia específico ou um intervalo de tempo (mês, ano fiscal, ano civil, entre outros).
     EMPRESA;Entidade jurídica (pessoa singular ou colectiva) correspondente a uma unidade organizacional de produção de bens e/ou serviços, usufruindo de uma certa autonomia de decisão, nomeadamente quanto à afectação dos seus recursos correntes. Uma empresa pode exercer uma ou várias atividades, em um ou em vários locais.
     PASSAGEIRO FERROVIÁRIO;Qualquer pessoa, excluindo o pessoal afecto ao serviço do comboio, que efectue um percurso num veículo ferroviário.
Definição;
Fórmula;
Unidade de Medida (símbolo);Número (N.º)
Potência de 10;3
Data da última atualização;20-May-2021
